ZIP,activeplayersperzip,AREA,POPcurrent,POPplus5,#OFBUSS,POPSQMI,DAYPOP,URBANPCT,RURALPCT,WHITECOLLAR,18-24%,25-34%,35-44%,45-54%,55-64%,65+%,INCOMEMED,MALEPOP,FEMALEPOP
92404,3069,San Bernardino,57658,61341,1050,2605,16545,0.99,0.01,0.5,0.11,0.14,0.13,0.11,0.07,0.1,33982,28086,29572
92408,642,San Bernardino,14857,16134,1486,1271,20733,1,0,0.44,0.14,0.18,0.15,0.1,0.06,0.06,24584,7801,7056
92521,1,Riverside,1033,1165,6,686,3140,1,0,0.56,0.98,0.01,0,0,0,0,13750,487,546
92544,2628,Hemet,43135,48378,742,399,5510,0.91,0.09,0.53,0.09,0.1,0.13,0.13,0.09,0.19,48499,20833,22302
92548,325,Homeland,5431,6176,70,483,295,0.74,0.26,0.45,0.08,0.1,0.12,0.11,0.09,0.26,28606,2639,2792
92567,484,Nuevo,8349,9267,148,252,1451,0.48,0.52,0.49,0.09,0.11,0.16,0.14,0.09,0.11,57357,4193,4156
92571,2596,Perris,28124,30708,473,855,12364,0.95,0.05,0.45,0.11,0.17,0.14,0.1,0.05,0.06,43413,13777,14347
92592,3830,Temecula,58301,72529,766,479,10416,0.72,0.28,0.65,0.08,0.13,0.19,0.12,0.07,0.07,82197,28850,29451
92596,1458,Winchester,5372,7187,118,91,921,0.03,0.97,0.55,0.1,0.14,0.19,0.13,0.07,0.08,70641,2820,2552
92661,162,Newport Beach,4048,3886,188,6237,1388,1,0,0.81,0.07,0.22,0.16,0.15,0.12,0.17,106081,2133,1915
92663,794,Newport Beach,22189,22868,2187,5579,19080,1,0,0.81,0.09,0.24,0.15,0.14,0.1,0.15,95061,11560,10629
92688,2238,Rancho Santa Ma,46859,53341,1281,5136,13804,1,0,0.8,0.06,0.19,0.22,0.11,0.05,0.04,99214,22992,23867
92780,2721,Tustin,56920,59159,4094,8863,39881,1,0,0.63,0.1,0.17,0.16,0.12,0.08,0.09,60264,27887,29033
92782,1216,Tustin,19487,21478,323,3355,5081,1,0,0.88,0.06,0.23,0.22,0.14,0.08,0.05,122334,9580,9907
92805,2787,Anaheim,69945,71493,2413,10664,32378,1,0,0.4,0.12,0.18,0.14,0.1,0.06,0.06,46107,36091,33854
92807,2001,Anaheim,34055,32051,2193,2828,27319,1,0,0.77,0.08,0.11,0.16,0.18,0.13,0.11,93588,16642,17413
93041,1352,Port Hueneme,19729,19876,381,4195,3051,1,0,0.57,0.11,0.15,0.14,0.12,0.09,0.13,56109,9590,10139
93060,1354,Santa Paula,32534,32843,918,329,9237,0.89,0.11,0.45,0.12,0.15,0.13,0.11,0.08,0.11,53117,16792,15742
93108,176,Santa Barbara,12287,12120,774,825,7114,0.89,0.11,0.83,0.14,0.06,0.11,0.18,0.14,0.21,139736,5735,6552
93110,532,Santa Barbara,15344,15374,515,2193,7622,0.94,0.06,0.72,0.08,0.12,0.15,0.15,0.11,0.19,73748,7336,8008
93202,156,Armona,1764,1771,59,5547,396,0.87,0.13,0.39,0.1,0.14,0.14,0.12,0.07,0.07,31852,854,910
93204,178,Avenal,16220,17889,140,53,1195,0.99,0.01,0.27,0.14,0.25,0.22,0.11,0.05,0.03,30949,12290,3930
93225,284,Frazier Park,7125,7210,274,17,1505,0,1,0.57,0.07,0.08,0.17,0.17,0.12,0.12,50135,3584,3541
93250,359,Mc Farland,11459,12077,175,65,3427,0.84,0.16,0.26,0.15,0.17,0.15,0.09,0.05,0.05,29055,6698,4761
93252,65,Maricopa,4575,5097,48,14,558,0.01,0.99,0.38,0.09,0.26,0.22,0.15,0.08,0.06,39349,3515,1060
93271,104,Three Rivers,2126,2074,142,18,994,0,1,0.65,0.06,0.06,0.12,0.19,0.15,0.22,61729,1036,1090
91902,878,Bonita,17967,18125,509,1279,3499,0.97,0.03,0.75,0.08,0.1,0.14,0.18,0.13,0.13,88845,8768,9199
91950,2457,National City,54625,56862,2378,7217,24831,1,0,0.41,0.11,0.14,0.14,0.11,0.07,0.12,34550,26575,28050
92019,1990,El Cajon,42998,45382,844,1512,10190,0.95,0.05,0.67,0.09,0.12,0.17,0.16,0.1,0.1,74617,21120,21878
92021,3444,El Cajon,61691,63435,1827,2110,13720,0.9,0.1,0.56,0.1,0.14,0.16,0.13,0.09,0.11,53417,30302,31389
92040,2470,Lakeside,42219,43590,1083,548,11125,0.94,0.06,0.57,0.09,0.13,0.17,0.15,0.09,0.1,64794,20985,21234
92065,1663,Ramona,33325,34261,1252,222,8787,0.71,0.29,0.61,0.08,0.1,0.17,0.16,0.09,0.1,77242,16757,16568
92067,180,Rancho Santa Fe,3991,4222,95,490,408,0,0,0.88,0.05,0.03,0.11,0.2,0.15,0.2,274378,1947,2044
92086,83,Warner Springs,1126,1108,44,6,424,0,1,0.51,0.05,0.08,0.16,0.18,0.14,0.2,45216,544,582
92111,2069,San Diego,48591,51369,3359,5627,45933,1,0,0.62,0.09,0.16,0.15,0.13,0.09,0.13,53541,23950,24641
92113,1604,San Diego,50689,54596,910,11520,14095,1,0,0.31,0.11,0.16,0.13,0.09,0.05,0.07,26914,24904,25785
92115,2325,San Diego,61267,64388,1588,9795,11995,1,0,0.62,0.23,0.18,0.12,0.1,0.06,0.1,43642,30546,30721
92134,7,San Diego,1032,969,39,3954,5518,1,0,1,0.36,0.43,0.15,0.05,0,0,0,744,288
92136,36,San Diego,9028,8484,34,7912,43495,1,0,0.37,0.72,0.2,0.07,0.01,0,0,35000,8040,988
92182,1,San Diego,607,619,29,2137,945,1,0,0.69,0.93,0.04,0.01,0.01,0,0,22500,263,344
92230,128,Cabazon,2378,2434,147,123,3136,0.06,0.94,0.36,0.14,0.14,0.17,0.13,0.06,0.06,23594,1124,1254
92251,794,Imperial,10827,11745,209,90,3246,0.7,0.3,0.57,0.09,0.14,0.17,0.12,0.07,0.07,65409,5408,5419
92253,1737,La Quinta,33271,44570,753,950,9891,0.93,0.07,0.62,0.07,0.12,0.16,0.12,0.11,0.13,67917,16345,16926
92274,292,Thermal,26430,31513,236,32,4835,0,1,0.22,0.16,0.21,0.15,0.09,0.05,0.06,26176,16860,9570
92276,306,Thousand Palms,6741,7833,252,269,3412,0.92,0.08,0.45,0.08,0.12,0.12,0.1,0.1,0.24,43164,3374,3367
92278,23,Twentynine Palm,5589,5839,10,6,558,0.95,0.05,0.69,0.46,0.33,0.12,0.02,0,0,32339,4553,1036
92301,1932,Adelanto,20085,21554,187,72,3145,0.87,0.13,0.42,0.1,0.18,0.16,0.09,0.05,0.06,39472,10789,9296
92322,35,Cedarpines Park,843,937,17,141,69,0,0,0.68,0.08,0.09,0.17,0.19,0.11,0.09,70474,435,408
92324,2979,Colton,55950,60737,1541,1834,18818,0.99,0.01,0.49,0.13,0.16,0.14,0.11,0.06,0.07,43687,27717,28233
92345,5639,Hesperia,77331,88049,1754,661,13223,0.93,0.07,0.47,0.1,0.11,0.15,0.13,0.08,0.11,51559,38430,38901
92347,66,Hinkley,2146,2024,20,7,155,0,1,0.44,0.08,0.09,0.17,0.14,0.11,0.11,38879,1093,1053
92368,63,Oro Grande,968,959,17,14,297,0,1,0.25,0.07,0.09,0.13,0.12,0.11,0.14,30758,518,450
92372,322,Pinon Hills,4223,4821,37,223,170,0,1,0.51,0.09,0.07,0.17,0.16,0.11,0.12,47281,2125,2098
92583,1613,San Jacinto,23840,26797,565,782,5782,0.93,0.07,0.43,0.1,0.13,0.14,0.11,0.08,0.16,38149,11620,12220
92602,987,Irvine,4895,7395,258,427,6866,0.92,0.08,0.88,0.05,0.26,0.21,0.1,0.06,0.04,135486,2419,2476
91601,2072,North Hollywood,40259,42962,1920,14927,15004,1,0,0.6,0.1,0.23,0.17,0.12,0.06,0.07,37922,20504,19755
91722,2408,Covina,36539,38151,827,8346,8680,1,0,0.56,0.1,0.15,0.16,0.13,0.08,0.09,61927,17807,18732
91741,1333,Glendora,26738,28069,803,1727,8281,1,0,0.73,0.07,0.1,0.16,0.15,0.11,0.14,85433,12895,13843
91745,3025,Hacienda Height,55752,58303,1569,3938,20090,1,0,0.71,0.09,0.12,0.15,0.15,0.12,0.12,69191,27365,28387
91764,2779,Ontario,52671,56596,1283,6531,17962,1,0,0.46,0.12,0.18,0.14,0.1,0.06,0.06,44081,26788,25883
91766,3032,Pomona,73576,77642,1161,7283,16640,1,0,0.46,0.12,0.16,0.14,0.11,0.06,0.05,45025,37522,36054
91768,1453,Pomona,34683,36989,747,4420,18855,1,0,0.43,0.13,0.15,0.14,0.11,0.06,0.07,41884,17762,16921
91789,2360,Walnut,47500,49866,1627,3099,19804,1,0,0.78,0.13,0.1,0.16,0.18,0.1,0.08,87194,23542,23958
91791,2020,West Covina,31626,33385,740,4667,8539,1,0,0.69,0.1,0.13,0.15,0.14,0.09,0.12,69151,15372,16254
91906,164,Campo,3176,3283,71,20,800,0,1,0.47,0.06,0.08,0.15,0.15,0.1,0.11,48087,1731,1445
91977,3113,Spring Valley,55922,57465,1079,5290,8478,1,0,0.57,0.09,0.14,0.15,0.13,0.08,0.1,58262,27269,28653
92025,1615,Escondido,47313,49497,3495,1891,37793,0.98,0.02,0.51,0.11,0.16,0.14,0.12,0.07,0.09,51501,23887,23426
92027,2191,Escondido,49300,51582,865,892,7996,0.95,0.05,0.54,0.1,0.14,0.15,0.12,0.08,0.11,61306,24658,24642
92069,1810,San Marcos,66352,80702,1544,2669,18283,0.97,0.03,0.55,0.09,0.15,0.14,0.11,0.08,0.15,62634,32760,33592
92071,3356,Santee,53567,54144,1772,1351,19551,0.99,0.01,0.64,0.08,0.13,0.18,0.15,0.08,0.09,71120,25885,27682
92096,2,San Marcos,97,104,4,154,484,0,0,0.67,0.06,0.07,0.07,0.08,0.16,0.46,46250,46,51
92117,2563,San Diego,50844,51693,1637,5840,13599,1,0,0.68,0.09,0.16,0.17,0.14,0.09,0.15,63296,25408,25436
92119,1078,San Diego,22833,23174,407,3801,2513,1,0,0.74,0.07,0.11,0.15,0.15,0.12,0.19,76371,10922,11911
92121,207,San Diego,4588,5090,3430,352,84019,1,0,0.88,0.19,0.25,0.17,0.12,0.07,0.05,112585,2316,2272
92140,5,San Diego,3885,3649,12,4905,2826,1,0,0.58,0.86,0.09,0.02,0,0,0,93750,3820,65
92211,1189,Palm Desert,23838,29304,1072,1358,11850,0.97,0.03,0.7,0.05,0.07,0.09,0.12,0.16,0.37,68378,11355,12483
92234,2234,Cathedral City,48583,55775,1577,2802,14477,1,0,0.47,0.1,0.16,0.15,0.11,0.08,0.12,49584,24646,23937
92236,909,Coachella,31026,40232,474,1655,7313,0.94,0.06,0.25,0.14,0.15,0.13,0.09,0.05,0.05,30966,15523,15503
92257,66,Niland,1122,1136,36,15,207,0,1,0.18,0.02,0.03,0.05,0.08,0.15,0.55,33141,543,579
92259,19,Ocotillo,469,509,6,3,36,0,1,0.52,0.12,0.17,0.13,0.13,0.1,0.19,52381,323,146
92280,2,Vidal,38,30,2,0,13,0,1,0.39,0.05,0.05,0.11,0.24,0.13,0.13,37500,18,20
92282,50,White Water,941,1094,18,12,337,0,1,0.4,0.09,0.11,0.11,0.11,0.07,0.13,30000,546,395
92284,1462,Yucca Valley,22434,24438,781,125,5705,0.65,0.35,0.53,0.08,0.09,0.13,0.14,0.11,0.22,38804,10857,11577
92305,29,Angelus Oaks,176,185,31,2,168,0.04,0.96,0.58,0.07,0.09,0.17,0.22,0.1,0.14,73529,87,89
93444,1046,Nipomo,16090,17453,485,199,3179,0.66,0.34,0.53,0.08,0.11,0.15,0.14,0.1,0.13,65228,7970,8120
93446,2084,Paso Robles,42166,47925,2265,126,20794,0.64,0.36,0.49,0.1,0.12,0.15,0.14,0.09,0.14,55581,21294,20872
93465,448,Templeton,8614,9310,548,90,3664,0.52,0.48,0.59,0.07,0.08,0.17,0.17,0.09,0.13,67389,4205,4409
93513,76,Big Pine,1940,2118,57,5,360,0,1,0.51,0.07,0.08,0.15,0.15,0.12,0.21,48442,939,1001
93536,4574,Lancaster,53233,57552,664,187,8201,0.88,0.12,0.62,0.09,0.12,0.19,0.15,0.08,0.09,70073,28460,24773
93561,1582,Tehachapi,28387,30215,866,65,6663,0.48,0.52,0.53,0.1,0.14,0.18,0.13,0.09,0.12,59494,16769,11618
93563,4,Valyermo,848,847,9,2,188,0,1,0.52,0.09,0.15,0.23,0.17,0.11,0.11,56081,530,318
93609,154,Caruthers,5391,5563,124,91,1184,0,1,0.32,0.11,0.14,0.14,0.11,0.08,0.09,43854,2804,2587
93630,751,Kerman,15790,17400,402,93,3740,0.48,0.52,0.37,0.12,0.15,0.13,0.11,0.07,0.09,36093,8062,7728
93653,58,Raymond,1190,1349,44,4,323,0,1,0.5,0.07,0.07,0.13,0.17,0.14,0.16,52744,588,602
93657,1519,Sanger,30894,33035,739,121,8071,0.65,0.35,0.44,0.11,0.12,0.13,0.13,0.09,0.11,45494,15559,15335
93701,449,Fresno,14471,15404,514,9838,3627,1,0,0.32,0.13,0.14,0.12,0.09,0.05,0.05,14236,7477,6994
93703,1684,Fresno,33447,34750,1099,6895,9370,1,0,0.44,0.11,0.14,0.13,0.1,0.06,0.11,28226,16352,17095
93726,2203,Fresno,39644,41077,1595,6153,13558,1,0,0.58,0.16,0.15,0.13,0.11,0.07,0.11,36384,19091,20553
93960,727,Soledad,15278,17785,267,69,3936,0.46,0.54,0.27,0.13,0.17,0.13,0.09,0.06,0.07,50930,7920,7358
94027,71,Atherton,7011,6856,144,1394,1579,1,0,0.89,0.08,0.05,0.11,0.18,0.15,0.21,281167,3379,3632
94102,1211,San Francisco,30242,30878,3123,45137,48163,1,0,0.62,0.07,0.22,0.19,0.16,0.11,0.14,34691,18284,11958
94121,1423,San Francisco,41146,39541,1035,18874,7489,1,0,0.77,0.06,0.19,0.17,0.16,0.1,0.17,88870,19474,21672
94123,482,San Francisco,24941,24603,1652,21994,11578,1,0,0.93,0.02,0.37,0.19,0.12,0.09,0.13,170583,11588,13353
94403,1688,San Mateo,37857,37635,1913,6847,33038,1,0,0.73,0.06,0.16,0.17,0.15,0.1,0.16,96653,18498,19359
94501,3056,Alameda,59826,61367,2499,7286,22345,1,0,0.72,0.07,0.16,0.17,0.16,0.1,0.13,72629,28845,30981
94520,1828,Concord,37894,39948,3666,1860,47403,0.97,0.03,0.47,0.12,0.2,0.15,0.11,0.07,0.09,51457,19579,18315
94545,1884,Hayward,27795,28152,2528,2161,41769,1,0,0.62,0.09,0.14,0.15,0.14,0.1,0.12,73498,13506,14289
94547,1549,Hercules,20548,21866,284,3561,3764,1,0,0.75,0.09,0.11,0.17,0.19,0.1,0.08,95035,9766,10782
94568,2271,Dublin,35913,40959,1654,3342,19135,1,0,0.75,0.09,0.2,0.22,0.15,0.08,0.05,103180,18762,17151
94572,545,Rodeo,8196,8389,184,1247,2134,1,0,0.6,0.09,0.12,0.15,0.15,0.1,0.11,73410,3976,4220
94591,3867,Vallejo,52434,54968,1042,2786,8899,1,0,0.64,0.09,0.12,0.15,0.16,0.09,0.11,79775,25521,26913
94595,518,Walnut Creek,16421,16563,571,3046,4656,1,0,0.83,0.03,0.04,0.08,0.1,0.08,0.56,92149,6672,9749
94618,292,Oakland,14599,14402,647,5110,5795,1,0,0.87,0.05,0.18,0.18,0.18,0.12,0.12,128041,7027,7572
94708,184,Berkeley,10871,10500,156,3236,864,1,0,0.91,0.05,0.09,0.14,0.2,0.17,0.19,144151,5263,5608
91331,4303,Pacoima,100330,103587,1685,10697,18959,1,0,0.39,0.12,0.16,0.14,0.11,0.07,0.07,44260,50845,49485
91335,3872,Reseda,72786,77907,2302,10963,16672,1,0,0.59,0.1,0.17,0.16,0.13,0.08,0.11,50342,35861,36925
91354,1616,Valencia,20854,24009,167,6589,1218,0.9,0.1,0.8,0.06,0.13,0.23,0.14,0.06,0.05,100963,10306,10548
91356,1431,Tarzana,29501,31478,2485,3856,17964,1,0,0.78,0.07,0.14,0.16,0.16,0.11,0.15,75045,14239,15262
91377,536,Oak Park,14894,15746,193,2510,1294,0,0,0.84,0.06,0.08,0.22,0.18,0.08,0.06,114187,7240,7654
91381,993,Stevenson Ranch,10880,14285,395,383,5648,0,1,0.83,0.06,0.18,0.23,0.12,0.06,0.04,109821,5493,5387
91402,2902,Panorama City,71787,77938,1356,18852,11999,1,0,0.44,0.12,0.18,0.14,0.1,0.06,0.06,35680,36129,35658
91521,3,Burbank,0,0,8,0,7525,0,0,0,0,0,0,0,0,0,0,0,0
91709,4411,Chino Hills,73904,83394,811,1664,6332,0.94,0.06,0.76,0.08,0.14,0.2,0.15,0.07,0.05,94811,36845,37059
91730,4463,Rancho Cucamong,65533,80652,3713,4626,44701,1,0,0.62,0.13,0.18,0.16,0.13,0.07,0.06,60071,33269,32264
91732,2684,El Monte,68199,73090,1002,14146,8378,1,0,0.39,0.12,0.17,0.14,0.11,0.07,0.07,38311,34493,33706
91755,1299,Monterey Park,31726,34610,455,9658,3935,1,0,0.64,0.09,0.15,0.15,0.14,0.1,0.15,47490,15354,16372
91776,2019,San Gabriel,39679,41867,1998,11719,15761,1,0,0.59,0.1,0.17,0.16,0.13,0.08,0.12,44998,19256,20423
91780,1892,Temple City,36834,41120,903,9523,7102,1,0,0.69,0.08,0.13,0.16,0.16,0.1,0.14,62209,17598,19236
91801,2890,Alhambra,57347,60391,1881,13208,16716,1,0,0.68,0.09,0.18,0.16,0.14,0.08,0.13,47215,27020,30327
91803,1687,Alhambra,30952,31968,1067,9908,13197,1,0,0.64,0.1,0.16,0.15,0.13,0.09,0.14,49449,14747,16205
91916,76,Descanso,2179,2192,69,16,368,0,1,0.55,0.07,0.07,0.15,0.22,0.12,0.11,51231,1114,1065
91941,1593,La Mesa,44283,44917,2308,4420,16637,1,0,0.69,0.09,0.14,0.16,0.15,0.09,0.15,65793,21363,22920
91945,1416,Lemon Grove,25304,25718,805,6455,8816,1,0,0.58,0.09,0.13,0.16,0.14,0.08,0.12,53291,12285,13019
92014,339,Del Mar,17133,17888,1171,1348,11295,0.82,0.18,0.9,0.05,0.09,0.15,0.21,0.15,0.14,148616,8606,8527
92037,834,La Jolla,43851,44858,3753,3285,38201,1,0,0.88,0.18,0.14,0.12,0.13,0.11,0.19,110467,20955,22896
92081,1315,Vista,27136,28603,1379,3014,20687,0,0,0.7,0.1,0.16,0.17,0.13,0.07,0.12,66421,13503,13633
92083,1536,Vista,37753,39122,1559,6807,14256,1,0,0.46,0.12,0.17,0.15,0.11,0.06,0.07,52958,19023,18730
92104,2194,San Diego,49498,50930,1152,14393,7061,1,0,0.64,0.1,0.23,0.18,0.13,0.07,0.08,38982,25266,24232
92106,722,San Diego,18414,18447,830,4201,7247,1,0,0.74,0.12,0.13,0.14,0.15,0.11,0.19,87251,9496,8918
92108,1103,San Diego,14439,17155,3391,3421,59360,1,0,0.8,0.13,0.33,0.16,0.12,0.08,0.1,58333,7094,7345
92127,1383,San Diego,19068,20941,770,951,13442,0.82,0.18,0.82,0.07,0.12,0.19,0.15,0.07,0.1,95264,9226,9842
92129,2127,San Diego,53860,58132,798,3132,6227,1,0,0.78,0.07,0.12,0.2,0.17,0.07,0.06,97062,26643,27217
92131,1271,San Diego,31498,36256,853,3090,12291,1,0,0.87,0.06,0.14,0.21,0.17,0.09,0.06,117105,15408,16090
93111,611,Santa Barbara,16976,17067,808,2151,8043,0.96,0.04,0.73,0.08,0.1,0.14,0.16,0.12,0.17,89464,8325,8651
93203,396,Arvin,15673,17108,241,76,4414,0.89,0.11,0.21,0.13,0.15,0.13,0.09,0.06,0.06,27509,8263,7410
93205,136,Bodfish,1922,1930,23,131,54,0.17,0.83,0.46,0.06,0.06,0.11,0.15,0.15,0.28,33663,956,966
93224,24,Fellows,651,683,31,8,465,0.02,0.98,0.37,0.1,0.12,0.13,0.16,0.09,0.12,45446,346,305
93226,11,Glennville,232,222,16,6,160,0,1,0.43,0.08,0.07,0.16,0.19,0.11,0.19,51562,126,106
93247,569,Lindsay,15504,15849,361,193,4040,0.64,0.36,0.32,0.12,0.14,0.12,0.1,0.07,0.1,30464,7903,7601
93249,33,Lost Hills,2796,2946,65,4,3374,0,1,0.12,0.16,0.18,0.12,0.09,0.05,0.03,35815,1591,1205
93251,12,Mc Kittrick,464,498,31,2,434,0,1,0.28,0.09,0.2,0.19,0.13,0.08,0.05,42500,308,156
93272,65,Tipton,2740,2640,98,49,1263,0,1,0.21,0.13,0.15,0.12,0.09,0.06,0.07,31974,1436,1304
93274,2696,Tulare,59655,63887,1916,276,19129,0.73,0.27,0.44,0.11,0.14,0.14,0.11,0.07,0.09,41490,29430,30225
93276,6,Tupman,94,96,9,1,858,0,1,0.17,0.06,0.1,0.15,0.12,0.1,0.09,39500,49,45
93437,70,Lompoc,6172,6222,51,60,747,1,0,0.67,0.15,0.28,0.16,0.05,0,0,45412,3215,2957
93460,179,Santa Ynez,5506,5456,376,91,3206,0.56,0.44,0.63,0.06,0.07,0.17,0.18,0.13,0.13,80579,2661,2845
93510,546,Acton,7648,8256,287,106,2177,0,1,0.63,0.07,0.07,0.21,0.19,0.1,0.08,82736,3923,3725
93529,31,June Lake,582,563,86,2,911,0,1,0.68,0.06,0.13,0.14,0.24,0.15,0.09,54839,312,270
93531,28,Keene,261,271,13,40,105,0,1,0.64,0.05,0.05,0.13,0.23,0.18,0.13,84211,135,126
93552,2403,Palmdale,29227,32478,260,505,2838,0.83,0.17,0.53,0.07,0.13,0.19,0.12,0.06,0.06,58698,14395,14832
93554,8,Randsburg,46,42,9,2,25,0,1,0.92,0.02,0.07,0.04,0.22,0.3,0.3,57955,24,22
93602,137,Auberry,3433,3442,160,40,969,0,1,0.52,0.08,0.06,0.14,0.19,0.12,0.16,52692,1708,1725
93604,37,Bass Lake,563,648,80,104,1603,0,1,0.63,0.05,0.08,0.1,0.11,0.16,0.34,39091,278,285
93623,4,Fish Camp,67,72,26,3,516,0,1,0.5,0.18,0.19,0.18,0.16,0.06,0.07,75000,41,26
93625,337,Fowler,6249,6923,200,251,3240,0.58,0.42,0.4,0.11,0.12,0.14,0.13,0.08,0.13,43622,3138,3111
93627,5,Helm,65,68,10,1,509,0,1,0.08,0.15,0.14,0.15,0.14,0.05,0.05,38750,37,28
93646,292,Orange Cove,9789,11322,139,231,1640,0.87,0.13,0.21,0.14,0.16,0.11,0.09,0.05,0.06,24503,5061,4728
93648,431,Parlier,13807,15528,167,675,1669,0.84,0.16,0.29,0.16,0.16,0.12,0.09,0.06,0.06,29595,7208,6599
93650,253,Fresno,4317,4733,196,5764,2715,1,0,0.61,0.14,0.17,0.12,0.11,0.06,0.07,32647,2066,2251
93675,181,Squaw Valley,3226,3264,71,37,234,0,1,0.5,0.07,0.07,0.15,0.19,0.14,0.16,50541,1598,1628
93721,163,Fresno,7014,7479,1529,3541,33451,1,0,0.3,0.19,0.21,0.15,0.1,0.05,0.11,15663,4550,2464
93740,1,Fresno,910,1030,19,609,2726,0,0,0.72,0.94,0.05,0.01,0,0,0,0,426,484
93905,1607,Salinas,63166,68379,756,7864,7684,0.99,0.01,0.27,0.14,0.18,0.13,0.09,0.05,0.04,43870,33509,29657
92285,139,Landers,2090,2122,26,5,136,0,1,0.49,0.06,0.06,0.12,0.17,0.16,0.25,30843,1054,1036
92304,3,Amboy,23,30,4,0,20,0,1,0.5,0.04,0.09,0.09,0.13,0.17,0.26,40625,12,11
92308,2823,Apple Valley,32589,36246,418,327,3278,0.87,0.13,0.53,0.09,0.1,0.14,0.13,0.09,0.14,47050,15726,16863
92327,62,Daggett,225,222,17,11,100,0,1,0.57,0.06,0.1,0.16,0.16,0.11,0.14,34405,114,111
92350,6,Loma Linda,968,1105,6,6050,477,1,0,0.74,0.13,0.29,0.14,0.08,0.05,0.14,21711,444,524
92352,309,Lake Arrowhead,5852,6713,324,822,2440,0,0,0.7,0.07,0.07,0.14,0.19,0.12,0.11,81672,2929,2923
92354,860,Loma Linda,18761,20597,478,4123,15560,1,0,0.73,0.11,0.18,0.13,0.12,0.08,0.15,48889,8827,9934
92377,1442,Rialto,20967,23905,297,2078,4001,0.96,0.04,0.57,0.09,0.13,0.17,0.13,0.07,0.06,68437,10550,10417
92561,69,Mountain Center,1683,1894,61,4,630,0.09,0.91,0.54,0.09,0.09,0.14,0.22,0.13,0.14,59976,915,768
92563,3550,Murrieta,27349,37687,510,1530,4673,0.12,0.88,0.59,0.11,0.13,0.17,0.11,0.06,0.12,67606,13480,13869
92586,1605,Sun City,18696,19915,440,2979,3227,0.98,0.02,0.6,0.04,0.06,0.08,0.06,0.11,0.5,42346,8293,10403
92590,191,Temecula,3719,4536,2334,75,21295,0.63,0.37,0.48,0.12,0.14,0.14,0.12,0.09,0.09,31024,1920,1799
92655,426,Midway City,9033,10539,178,14026,1011,1,0,0.51,0.09,0.17,0.16,0.13,0.08,0.1,51997,4555,4478
92657,238,Newport Coast,6920,9190,102,776,865,0.89,0.11,0.92,0.04,0.13,0.22,0.19,0.11,0.07,174638,3394,3526
92703,2309,Santa Ana,73480,77402,1266,17839,10636,1,0,0.31,0.13,0.18,0.14,0.1,0.05,0.06,46232,39019,34461
92705,1805,Santa Ana,47739,52101,4792,4152,66815,1,0,0.71,0.09,0.13,0.15,0.13,0.1,0.13,79891,23673,24066
92707,2274,Santa Ana,65131,67682,1515,12028,23355,1,0,0.41,0.13,0.18,0.14,0.1,0.06,0.05,56439,33746,31385
92801,3089,Anaheim,57833,59824,2673,9542,30205,1,0,0.5,0.11,0.18,0.14,0.1,0.07,0.09,47123,28652,29181
92843,2290,Garden Grove,45307,46936,2034,11395,18131,1,0,0.41,0.1,0.17,0.15,0.11,0.08,0.08,48440,22965,22342
92845,1064,Garden Grove,15558,14634,436,7156,3009,1,0,0.7,0.06,0.11,0.18,0.13,0.12,0.14,83405,7584,7974
92866,755,Orange,16253,17278,943,8280,7021,1,0,0.65,0.09,0.2,0.16,0.12,0.07,0.11,61724,7909,8344
92868,1288,Orange,23852,24903,2581,6962,47862,1,0,0.6,0.12,0.19,0.16,0.11,0.07,0.1,57866,12731,11121
92870,2632,Placentia,50714,53692,2056,7467,18413,1,0,0.68,0.1,0.16,0.15,0.14,0.1,0.09,76568,25169,25545
93010,2352,Camarillo,44483,46701,2211,2232,21043,1,0,0.69,0.09,0.12,0.15,0.14,0.11,0.14,82808,21861,22622
93012,1770,Camarillo,26739,28932,924,552,21527,0.86,0.14,0.75,0.06,0.08,0.16,0.15,0.09,0.21,95981,12868,13871
93033,3376,Oxnard,78621,80161,999,2292,13732,0.99,0.01,0.38,0.13,0.16,0.13,0.11,0.07,0.07,52327,40559,38062
93035,1805,Oxnard,25796,26303,404,4846,2928,1,0,0.65,0.09,0.14,0.16,0.15,0.11,0.11,72255,13006,12790
93106,8,Santa Barbara,1,1,15,1,8506,1,0,0,0,0,1,0,0,0,0,1,0
93219,217,Earlimart,10666,11208,134,52,1085,0.7,0.3,0.22,0.13,0.14,0.11,0.09,0.06,0.06,26369,5546,5120
94710,257,Berkeley,8246,8204,1501,2973,20223,1,0,0.69,0.09,0.22,0.16,0.14,0.07,0.08,46907,4028,4218
94804,1760,Richmond,40679,42434,1380,6050,18639,1,0,0.6,0.1,0.16,0.14,0.13,0.09,0.11,49475,19422,21257
94806,2871,San Pablo,58174,61074,1308,7291,15196,1,0,0.52,0.11,0.16,0.14,0.12,0.09,0.1,56616,28730,29444
94923,56,Bodega Bay,1783,1823,124,96,1357,0,1,0.62,0.05,0.09,0.11,0.18,0.21,0.21,67500,924,859
94946,13,Nicasio,986,951,70,16,696,0,1,0.59,0.06,0.09,0.18,0.22,0.13,0.08,116071,523,463
94971,19,Tomales,264,244,42,24,279,0,1,0.58,0.06,0.1,0.14,0.22,0.12,0.1,68750,134,130
